num_pedido;cpf_cliente;status;valor_total;dt_pedido;canal
59705;233.450.154-98;canc;1.581,19;2024-09-30;App 
61324;20952004623;canc;1.067,36;22/05/2026;SITE
69967;191.260.485-07;PENDENTE;2284.30;12/01/2025;app
69823;14252611911;canc;3062.60;2024-01-28;marketplace
58705;56504481830;enviado;1534.44;23/05/2024;site
53830;836.115.383-70;PAGO;2423.39;16/01/2025;app
51406;03246778124;pendente;2826.48;23/05/2024;app
57768;27879025960;pendente;351.99;2024-08-16;SITE
53912;940.476.044-70;ENVIADO;3478.83;04/01/2026;site
59972;10250785358;PENDENTE;1.663,40;02/10/2024;marketplace
64303;72481870620;ENVIADO;360.67;2025-02-18;app
65333;81494411156;pendente;1.184,72;05/09/2025;SITE
65743;89225174764;PAGO;3073.21;2024-07-05;SITE
69430;306.587.448-28;Pago;3.077,70;04/10/2024;SITE
55961;134.174.919-32;enviado;2.135,47;07/04/2025;App 
68771;607.682.637-19;canc;2.860,70;2026-03-23;App 
50602;818.869.611-07;ENVIADO;2.386,77;2024-02-04;SITE
64913;48997184202;pg;1.807,15;03/05/2026;marketplace
68993;578.446.834-06;ENVIADO;3.463,55;11/06/2026;marketplace
60163;85158673462;canc;1.312,15;2026-02-26;site
58538;450.373.509-80;pg;329,85;07/01/2025;site
64819;702.317.508-38;CANCELADO;512,07;25/05/2024;app
67554;822.706.977-07;CANCELADO;892.65;30/11/2024;App 
54622;05339902625;cancelado;3.161,24;02/03/2024;App 
54608;607.818.295-18;PENDENTE;2.976,37;09/05/2026;app
56935;34816940324;canc;2.959,05;22/06/2025;App 
68064;920.851.512-56;PAGO;2.936,30;2026-03-04;site
52207;202.847.190-56;Pago;1.855,33;05/02/2024;SITE
54791;950.264.801-36;enviado;2.038,70;2024-08-27;SITE
59217;724.342.661-18;enviado;2614.90;29/10/2025;SITE
62878;929.177.360-38;CANCELADO;582,26;30/01/2024;app
64805;53349569218;canc;2.274,52;2026-02-13;App 
54788;43264172267;pendente;2.510,05;12/07/2025;site
66428;11858110106;canc;995.05;02/06/2026;app
64573;635.114.019-68;pendente;500.79;2024-07-01;app
68915;099.962.942-50;canc;2130.22;2026-05-24;App 
64822;327.881.476-27;enviado;3363.99;2025-11-27;SITE
63521;141.864.823-07;pg;179,51;01/04/2026;SITE
66079;46497283471;pago;1.553,04;03/04/2025;app
59437;17306993836;pg;1835.48;2024-02-25;marketplace
65354;182.512.868-59;Pago;2.540,12;2026-01-06;marketplace
57383;99821590039;pg;1.497,28;08/04/2026;App 
65174;698.171.642-92;CANCELADO;3.164,82;2025-11-20;app
65542;616.246.988-32;ENVIADO;1975.72;16/05/2026;marketplace
66477;665.535.590-74;canc;3232.89;2025-08-01;marketplace
50840;03231248957;PENDENTE;3.169,56;24/09/2025;app
61116;667.652.728-60;PENDENTE;2.509,00;2024-09-07;app
50702;650.306.665-16;pago ;2.506,76;2024-11-11;app
59778;02280177188;ENVIADO;2.682,06;24/05/2024;SITE
52838;680.491.872-09;pendente;416.32;2025-03-30;site
61522;33021260691;canc;299,64;2024-11-21;App 
54804;519.405.684-20;CANCELADO;688,69;2024-09-05;marketplace
55601;44324006172;canc;1.373,86;04/06/2025;marketplace
66172;519.020.411-19;cancelado;1521.86;09/11/2024;marketplace
60373;532.861.780-04;Pago;1602.19;2024-06-19;marketplace
67663;555.618.326-03;pendente;1568.88;2026-02-19;App 
61948;57548452438;ENVIADO;843,17;25/03/2025;marketplace
62255;85043744324;Pago;43.10;05/02/2026;marketplace
61413;78167663434;pago ;3287.04;08/09/2024;marketplace
59600;57146397076;pago ;235.19;2025-11-22;App 
59191;56119436162;cancelado;2.836,80;12/06/2026;site
60926;66626705539;Pago;2409.23;2024-11-25;SITE
53707;31130963756;pago ;3488.10;2026-05-09;SITE
69191;92816158195;pago ;141.98;02/05/2024;app
52879;89105482585;Pago;941.87;21/07/2024;marketplace
62732;990.139.837-15;cancelado;2.503,27;2025-03-30;App 
61336;362.013.421-92;PENDENTE;1164.83;2025-06-20;App 
65188;367.988.368-44;pago;2149.21;05/01/2024;SITE
51528;166.811.339-24;canc;1895.65;2024-03-14;App 
53897;686.334.141-71;pg;1.125,98;15/04/2024;SITE
54578;80002722100;canc;1312.70;2024-10-12;app
65967;686.062.536-85;PENDENTE;328,49;13/09/2025;App 
59752;75140444500;CANCELADO;2133.76;19/11/2025;marketplace
54859;56862230760;cancelado;2057.89;2026-02-26;app
58445;24278412851;CANCELADO;1.764,24;2026-04-24;marketplace
60986;710.104.433-64;pago;1.747,00;19/11/2025;site
65513;07387565635;pg;65.04;2025-05-05;App 
51902;475.862.187-06;canc;1.096,35;2026-02-19;marketplace
65754;08702728290;canc;1.613,62;2024-06-13;marketplace
69187;87807202009;pendente;1313.39;12/12/2024;App 
55318;843.597.903-25;pago;2376.52;2026-05-23;SITE
55456;48671172422;pg;723.73;23/01/2026;app
62167;55426190372;enviado;38.71;09/02/2025;App 
58729;567.886.321-54;PENDENTE;445.82;2024-01-15;app
64262;925.785.235-09;pendente;807,38;11/03/2025;App 
68758;79724572390;pago;1306.31;2024-03-08;SITE
65010;61494923629;enviado;221.72;12/03/2025;site
62046;11967647518;pago;3.055,11;20/08/2025;app
58373;51021401242;canc;2368.55;2026-04-18;SITE
69864;30258534680;pago;1.055,75;19/09/2024;SITE
57705;335.368.530-80;PAGO;520,87;2026-02-22;App 
66713;883.403.906-86;CANCELADO;2644.66;2025-03-28;SITE
61850;883.626.961-33;ENVIADO;3.256,38;19/03/2024;App 
58063;80580005828;cancelado;563,35;02/09/2024;app
51415;13955434028;pago ;2739.78;2024-03-30;site
61247;943.202.939-59;ENVIADO;3459.38;2024-06-24;SITE
56828;06958051858;CANCELADO;523,29;13/08/2025;app
51083;83054508218;ENVIADO;2.760,87;2024-06-24;site
68684;403.909.276-78;pago ;1.080,01;25/05/2026;App 
58792;269.883.209-62;ENVIADO;2060.06;14/06/2024;app
67075;580.953.164-40;canc;3.125,11;19/01/2024;app
52899;659.117.996-85;cancelado;1.476,91;15/12/2024;app
58321;71988408920;CANCELADO;1451.56;2024-12-23;App 
66273;53764451270;pg;992.68;04/04/2025;site
57160;189.490.580-65;pg;2.688,64;25/10/2025;SITE
64670;272.449.520-90;pago;66.01;2024-11-24;SITE
65171;24610168103;Pago;3305.98;08/10/2024;SITE
68647;358.484.209-39;pago;1753.10;2026-01-09;SITE
55802;33970101441;cancelado;3.477,61;12/11/2025;app
54822;56788632154;enviado;2275.37;2024-05-14;SITE
50629;89821744940;enviado;2.074,62;2026-02-24;site
61472;13616576504;Pago;2.252,87;16/01/2026;marketplace
59013;982.945.418-50;pendente;1.038,47;12/04/2024;site
65138;46662913693;Pago;3.203,79;26/06/2025;App 
63918;27365271787;CANCELADO;1.293,70;2024-06-22;App 
53003;707.812.945-84;pg;467.95;2026-02-13;SITE
58432;78351798304;pg;2905.31;03/06/2025;app
62645;007.386.543-53;pg;1711.24;2024-01-15;marketplace
61346;10242505988;CANCELADO;658.16;12/04/2025;marketplace
57314;486.671.864-14;PENDENTE;1365.15;15/06/2026;app
56363;81140731955;canc;1043.08;23/05/2024;SITE
56728;140.823.101-85;pago ;192,44;13/07/2025;site
52010;206.318.641-30;cancelado;581.11;16/12/2024;App 
50317;179.931.365-47;canc;1.499,07;2026-03-04;site
64994;23267722705;enviado;887.63;13/06/2024;app
52143;642.494.428-10;PAGO;3319.20;2024-04-13;marketplace
59419;511.582.702-67;cancelado;2.738,23;05/08/2025;marketplace
67851;922.249.244-70;pago ;3.059,29;18/08/2024;SITE
69525;890.030.102-00;enviado;255,71;22/03/2025;app
51878;234.210.890-78;pago ;3439.24;03/08/2024;SITE
62134;158.789.891-82;PENDENTE;32,61;2025-09-09;SITE
57503;269.718.701-40;pendente;2.224,18;2026-02-13;App 
51313;805.445.292-60;ENVIADO;1.518,59;2025-12-18;App 
54582;70783931395;Pago;1.262,47;20/03/2025;site
63181;402.234.614-07;CANCELADO;2.656,69;20/06/2024;App 
67533;47315663983;cancelado;2.627,43;2024-07-07;app
51019;44693168149;CANCELADO;2.152,67;19/03/2026;marketplace
55596;910.371.705-47;ENVIADO;1.103,72;22/03/2024;app
61269;413.308.151-06;ENVIADO;767.32;2025-07-15;app
52623;50155699040;canc;155.02;2025-05-21;app
66235;62698773502;pago ;296,64;13/03/2024;app
56207;13166775242;cancelado;1.263,23;21/01/2024;marketplace
69074;43205892038;PENDENTE;482.47;10/03/2026;App 
58176;07708395411;cancelado;880,08;28/04/2026;SITE
64916;861.117.247-70;pago;1686.99;2024-07-08;marketplace
65608;98446988801;CANCELADO;3373.11;2025-11-10;app
60574;24278412851;pago ;244.36;2024-03-10;SITE
56309;65063731481;enviado;2547.25;12/01/2024;marketplace
61627;83931340309;pendente;853,63;09/06/2024;site
64334;444.372.132-03;Pago;1.533,68;24/02/2024;site
51150;622.681.715-15;pago;2375.10;2024-07-30;SITE
64940;660.919.193-00;pg;302,34;2025-12-15;app
56099;53340164738;PAGO;1.333,28;10/02/2025;SITE
62841;17469029818;Pago;3.012,62;2024-02-21;site
64006;36826144603;cancelado;309,30;2024-09-17;App 
55443;02959391764;Pago;129,06;2026-05-02;app
61355;666.134.732-51;pg;946.93;2025-05-20;site
54910;39788587461;pendente;2.101,88;2025-12-15;SITE
69996;23435969806;PAGO;652.10;2024-04-22;marketplace
64081;405.352.932-83;PAGO;3.008,97;03/05/2025;SITE
50207;857.556.442-09;pago;867,41;2024-08-09;site
66581;335.370.632-10;cancelado;308,92;2024-10-25;site
67220;904.012.724-78;pg;1205.80;02/06/2026;marketplace
59690;97519712842;pago ;1.882,95;2024-11-13;app
67450;162.666.987-22;pg;3204.10;2024-06-12;marketplace
66932;32501699351;cancelado;602,17;2025-04-14;app
50492;57584836305;enviado;3.147,87;2025-06-24;marketplace
63694;33594822478;canc;2977.98;2025-04-18;marketplace
62319;238.849.696-92;pendente;427.59;08/01/2024;App 
69330;350.462.933-90;canc;2.545,86;2026-05-03;SITE
64137;63779271184;pago;2.541,50;21/10/2024;marketplace
59040;804.333.156-10;Pago;2226.02;19/03/2026;App 
69803;38309723695;cancelado;349.62;2026-01-06;app
60893;493.059.660-20;pago;2319.65;24/12/2024;app
67035;460.189.113-29;CANCELADO;2.414,37;29/04/2025;site
55079;572.628.498-40;PAGO;1882.21;2024-03-09;SITE
55533;043.668.995-23;pendente;2.568,54;06/01/2024;site
54479;113.379.523-46;PENDENTE;2587.73;22/10/2025;App 
67069;94231596301;pg;1.590,81;11/03/2025;marketplace
68457;59208814378;pago ;659,23;08/04/2026;app
57052;410.616.504-05;Pago;1443.60;19/04/2026;SITE
64080;377.487.700-93;enviado;2.315,28;2026-03-08;App 
66916;71830181726;Pago;2188.40;2024-09-14;marketplace
62755;44860101677;pago ;3308.43;25/01/2025;SITE
67984;403.010.956-04;canc;920.57;25/07/2024;marketplace
68973;355.707.731-42;canc;1.487,17;21/12/2024;app
57096;801.070.177-76;Pago;32,74;11/07/2024;site
60715;17333856810;enviado;2618.58;18/01/2025;App 
67147;006.846.428-24;pg;1631.25;2026-06-06;app
54422;42853541606;pendente;1725.67;2024-06-10;app
67853;424.295.633-98;PAGO;2.731,77;14/05/2025;SITE
62326;77014389203;Pago;1132.28;2025-02-04;App 
61278;533.315.377-99;pg;1.145,18;2026-05-11;site
54105;600.219.124-08;canc;2967.08;16/07/2024;App 
52524;85570419349;ENVIADO;3.342,74;2024-11-30;site
69579;68519537731;pendente;2.229,31;14/05/2025;site
52593;40589230328;cancelado;528.84;2024-04-29;site
58017;586.277.888-80;CANCELADO;1192.22;2024-05-04;SITE
54602;89800176934;pendente;2439.33;27/11/2025;app
67164;86502136001;Pago;3.494,01;2025-10-20;App 
59312;08282192732;PENDENTE;2015.97;05/02/2025;SITE
50482;866.088.232-66;canc;979.69;15/08/2025;marketplace
69043;72328823947;pago ;1760.50;2024-08-10;SITE
59512;68575391623;pago ;1.181,96;13/02/2026;App 
50728;955.471.200-65;canc;649.71;2025-04-16;site
66396;470.129.839-57;Pago;841,12;2025-09-17;app
51052;750.006.991-06;PENDENTE;609.45;2025-01-11;app
62028;008.475.557-12;pago ;3.187,31;10/04/2024;site
60791;342.253.939-50;PENDENTE;3.030,57;2024-10-04;SITE
54481;07017850204;pago;1.145,13;2025-09-22;site
66832;383.509.327-40;ENVIADO;89,47;14/08/2024;App 
57581;756.104.086-52;Pago;961,08;29/05/2026;SITE
68765;831.851.753-95;cancelado;3246.74;30/05/2025;site
63731;261.736.292-24;pago ;1421.39;2025-12-23;marketplace
60147;233.749.894-89;pg;3.038,18;21/10/2025;SITE
53399;86371597450;CANCELADO;1842.06;25/01/2026;app
59440;671.727.236-86;pago;1857.21;02/08/2024;App 
62952;119.123.909-81;Pago;2.066,75;29/07/2024;app
68933;66003011980;Pago;2237.22;17/01/2024;app
55552;14148351593;pg;2015.72;2025-10-22;SITE
66895;36983240758;canc;3244.31;2025-01-03;SITE
60187;16733746115;pago;801.02;07/01/2026;marketplace
61423;422.256.246-74;pago ;3.356,91;2026-01-30;marketplace
66920;248.086.131-74;pago ;2795.66;2025-09-08;site
64451;12079597078;PAGO;1.398,81;2024-05-12;marketplace
67232;14372598475;Pago;2470.06;02/08/2024;SITE
56755;30000886360;pago;659,08;23/01/2024;App 
62852;155.067.520-67;pago ;783,33;23/08/2025;site
55962;20306951657;cancelado;3404.39;24/08/2024;marketplace
51039;032.296.989-16;cancelado;992.22;2024-03-02;App 
53039;15149409731;canc;911,27;31/05/2026;site
66946;790.770.455-38;pendente;2.748,88;2025-07-02;site
55433;486.874.034-29;cancelado;2594.31;2025-06-29;app
68219;878.072.020-09;pendente;2.075,13;02/08/2024;App 
51752;013.011.326-32;pago;2.584,39;01/02/2025;App 
66257;95867805549;ENVIADO;1.748,60;11/09/2025;app
62400;037.548.214-82;Pago;1.320,24;27/08/2024;SITE
65887;14577584743;pendente;27.27;13/11/2025;SITE
52434;773.370.106-64;PAGO;3.457,28;07/05/2026;SITE
67535;78889753560;cancelado;2050.06;2025-05-10;marketplace
58396;25634216087;enviado;1029.05;04/12/2024;App 
55900;16115866820;pendente;2.404,61;2025-10-17;site
63632;72188566670;enviado;868.09;14/06/2025;marketplace
50583;57047264299;ENVIADO;2406.67;2026-01-09;site
60093;39841673428;PENDENTE;3429.13;20/02/2025;SITE
65582;05839340804;PENDENTE;389,93;24/02/2026;SITE
64277;79405051571;PENDENTE;2376.31;2025-09-19;site
55833;485.013.672-90;CANCELADO;3.210,04;09/07/2025;app
53139;90883941139;pago ;2.076,29;04/02/2025;marketplace
55214;884.879.206-59;pg;1.829,02;2026-03-19;marketplace
65446;087.798.087-00;ENVIADO;2541.81;16/01/2025;marketplace
55767;21066467633;enviado;2.159,81;18/05/2026;app
57429;78870715264;PENDENTE;848,36;2025-02-18;site
53569;20726693162;PENDENTE;3.167,56;2025-03-01;App 
56331;40155778846;ENVIADO;656,95;2024-01-08;app
58800;08505048725;canc;285,60;01/09/2024;app
55866;87508276850;cancelado;3068.61;2024-05-26;app
68996;14009981237;pendente;450.01;2026-05-26;marketplace
59262;75770796006;pendente;437.72;2026-04-28;site
52754;39085830630;Pago;654.94;31/01/2026;App 
59718;643.471.287-11;enviado;797.17;2025-04-03;site
68368;813.690.047-70;PENDENTE;1084.12;2025-10-25;site
68375;19066954582;pago;1734.15;2025-11-02;SITE
69338;902.084.273-09;PENDENTE;2.347,39;11/08/2024;site
65492;646.750.380-50;canc;3439.19;03/07/2024;app
62552;257.349.985-50;ENVIADO;322.00;2026-04-15;marketplace
57890;089.870.920-20;pago;2171.70;09/02/2024;SITE
58609;90641227256;cancelado;1566.55;2024-08-12;app
58763;747.693.045-28;PAGO;3.279,46;2025-06-04;SITE
64863;509.574.430-99;pago ;2085.64;28/03/2025;marketplace
58414;92950143750;PENDENTE;467.08;12/03/2025;app
56689;448.343.871-94;pg;232,24;2025-03-10;app
68468;193.770.619-20;canc;1628.06;27/02/2024;App 
56748;736.907.894-94;CANCELADO;1717.18;28/03/2025;site
54140;01155769406;ENVIADO;2.759,38;2025-09-08;app
51874;80433315610;pendente;1236.91;04/06/2025;marketplace
53733;16828982100;pendente;422.01;2024-11-15;app
65270;58001873129;pendente;3374.39;17/06/2024;site
69436;149.290.783-93;PENDENTE;2.444,87;2024-01-17;App 
62062;321.974.656-00;Pago;3.139,73;2024-02-05;marketplace
53075;724.200.929-45;enviado;1084.87;03/04/2025;marketplace
68204;27083971501;pago;3.403,36;2025-04-23;SITE
53876;12209949955;PAGO;2562.54;10/09/2024;app
69513;21225624479;PAGO;2.459,95;01/12/2024;site
59155;32443922022;pendente;2.733,70;2026-05-25;marketplace
63565;692.085.649-24;pg;2.660,66;06/05/2026;marketplace
58833;338.430.926-05;cancelado;1.021,94;27/04/2026;marketplace
63509;954.107.272-07;PAGO;440.38;13/12/2025;App 
58727;68049187209;PENDENTE;3.436,08;21/09/2024;SITE
53032;95473564291;cancelado;2743.17;06/06/2024;site
60961;31356117015;PENDENTE;1796.14;18/01/2024;SITE
56053;02224466170;pago ;2286.63;07/07/2025;app
65628;70940422484;PENDENTE;1.918,66;2025-03-31;SITE
55140;08170284635;pago;2839.47;2024-08-14;SITE
59232;340.626.295-34;Pago;2.748,45;2025-03-19;marketplace
56391;496.174.648-70;Pago;3171.75;2025-04-24;App 
57486;430.232.000-17;Pago;1.257,99;10/06/2025;App 
56947;474.717.993-31;canc;36.38;01/06/2024;site
66345;48189029002;pago ;3.237,83;2026-05-23;marketplace
50304;990.162.720-62;PENDENTE;1697.42;16/06/2025;App 
50451;73988941395;pago;3023.10;2024-04-20;marketplace
61867;331.132.773-02;pg;1034.81;2025-09-17;SITE
68158;34550688203;enviado;3.252,56;2025-11-02;SITE
52299;10696796902;cancelado;2.429,14;11/06/2024;SITE
60562;54756080081;pago;1.385,60;28/08/2025;site
63211;585.177.741-91;PAGO;903,72;07/01/2024;SITE
61584;690.906.955-24;pago ;2.469,04;29/04/2026;marketplace
63338;29946804409;pago ;574.14;2025-11-23;SITE
56938;38047677888;PAGO;3070.40;2026-06-15;marketplace
51998;511.582.702-67;enviado;2615.20;2026-01-12;App 
57657;30618920013;pago ;1018.96;2026-01-30;marketplace
52597;366.566.739-96;pago;3.383,47;26/01/2025;site
52543;33488933482;PAGO;2725.76;31/04/2025;marketplace
63845;23300805651;pg;3250.16;2026-03-20;app
66421;891.248.839-21;Pago;1610.73;2024-05-08;SITE
50924;82475991127;ENVIADO;2.195,73;25/06/2024;marketplace
52648;21050253825;pago ;255,72;2025-10-27;SITE
52312;41381138608;Pago;3127.22;2025-04-26;site
61593;20058209387;pendente;1101.32;2025-05-20;site
53738;926.495.782-03;PENDENTE;830,78;30/12/2024;App 
52264;139.369.678-30;PENDENTE;127,51;2024-06-18;site
61038;87458712058;PAGO;639,05;22/10/2025;site
56399;64230127413;pendente;1552.57;17/06/2025;SITE
68498;901.599.736-51;pago;2.356,39;11/03/2025;app
50727;277.402.157-08;canc;249,66;12/01/2026;app
62780;418.359.094-93;PAGO;3.305,43;15/09/2025;App 
55870;476.699.535-00;pago ;135.58;20/10/2025;marketplace
63631;799.420.613-12;PAGO;1277.37;06/08/2025;App 
60203;97991113078;pendente;137,46;2024-07-22;marketplace
57172;47149497489;PENDENTE;809,94;2025-04-08;site
53655;91177666561;enviado;2645.40;2025-04-07;app
53099;54738808435;ENVIADO;2532.72;21/01/2026;SITE
69912;402.445.502-80;Pago;2.947,85;2025-12-28;App 
53428;63769246111;pendente;2.510,41;01/03/2026;App 
63751;456.572.676-99;pago;3.119,70;27/08/2025;site
52620;57736414025;CANCELADO;2901.31;2026-05-23;app
56776;785.191.088-90;PENDENTE;2.340,38;2024-09-20;site
53819;61772002305;pago ;1314.26;2025-09-20;site
66966;100.460.104-24;PENDENTE;420.95;03/11/2024;App 
52480;24066606482;CANCELADO;1.902,45;2024-02-17;site
64152;277.834.079-35;pago;1688.82;2025-06-24;SITE
51478;575.131.838-21;canc;2.012,51;2026-05-19;SITE
50445;67221045402;PENDENTE;2.215,96;2025-06-07;app
60206;425.301.281-70;pago;3.476,32;2025-05-21;marketplace
67201;44527696670;ENVIADO;235.91;28/06/2025;site
69626;206.872.170-83;PAGO;2.740,65;17/01/2026;marketplace
67888;972.957.551-79;PENDENTE;356.45;21/06/2024;App 
51525;94026208508;pg;855.08;27/12/2024;App 
63139;009.224.117-43;enviado;591,58;04/11/2025;App 
54436;722.660.256-35;cancelado;965,17;2024-07-29;SITE
64345;91874050163;Pago;368,63;2025-11-04;SITE
58582;80839065493;canc;1767.88;03/07/2025;App 
66543;118.740.074-20;pago;1871.10;20/11/2025;site
54164;29432147444;CANCELADO;2983.15;2024-07-29;site
52127;56771541720;Pago;3314.29;10/10/2024;app
58881;743.398.998-60;pago ;3432.48;2025-09-14;site
50341;36100770180;pago ;1.379,76;29/12/2025;site
59528;497.416.322-15;pago;165.02;2026-01-19;SITE
67150;989.751.671-94;pendente;1.138,95;2025-11-01;SITE
56321;17518636387;pago;2829.77;2025-12-10;SITE
64501;93527565256;canc;3380.53;2025-10-02;marketplace
54414;611.301.444-45;ENVIADO;2.115,72;26/05/2026;marketplace
64595;954.700.603-73;pg;1391.81;07/06/2025;marketplace
68033;94620726630;ENVIADO;1047.92;2025-02-03;marketplace
53502;278.005.608-80;pago;911.50;2026-03-31;app
50531;10425990095;pago ;753,18;29/03/2024;site
56094;76074105979;ENVIADO;89.98;2024-05-31;SITE
68118;323.008.576-00;pago;1.975,62;2024-04-21;SITE
54002;76031077760;pendente;2070.85;2024-01-26;app
68788;14293968571;cancelado;1.490,14;2025-02-25;SITE
64725;718.815.858-40;PENDENTE;228.50;25/05/2024;SITE
50720;187.328.565-55;CANCELADO;514.00;31/05/2026;marketplace
50370;310.108.965-47;pago ;756,60;2024-09-10;App 
57822;641.769.274-45;canc;2723.87;06/03/2025;SITE
65503;83369195704;CANCELADO;2566.87;11/08/2025;App 
57995;548.944.538-60;pg;1.347,80;2025-12-16;site
68359;50124955274;Pago;2.174,05;20/09/2024;SITE
61087;39205146021;pendente;1.434,68;00/01/2025;site
68125;944.360.488-45;ENVIADO;1014.41;2026-01-09;marketplace
60105;224.132.950-97;CANCELADO;330.23;07/03/2025;site
56007;86175418220;pago ;1338.44;2024-09-04;SITE
59303;115.431.670-04;pg;3.255,34;11/07/2024;app
53244;64844273990;pago;2.905,70;2024-02-06;app
56217;48659775970;pago;1.255,48;2024-05-21;app
52373;66100898764;pago ;779,21;2025-08-12;app
51261;854.631.646-57;canc;893,58;2024-01-04;app
59961;339.740.148-88;PAGO;3106.58;2026-03-04;site
57601;519.941.013-00;cancelado;265,16;15/01/2025;App 
55173;94017749194;canc;153,21;29/05/2025;SITE
68066;492.876.756-00;pago;827,89;2024-03-20;app
59933;787.158.415-45;PAGO;3.455,00;25/02/2026;App 
58336;990.102.633-47;enviado;710.85;26/10/2025;App 
68556;49156630352;PAGO;1.111,35;10/02/2026;site
55565;410.375.141-06;pago ;2.456,99;09/01/2024;App 
57434;527.873.048-00;pago ;3259.97;2025-12-23;site
64235;054.851.017-20;pago ;2056.00;2026-03-25;site
69509;51661759645;cancelado;2849.94;2025-05-13;site
69816;789.117.972-78;ENVIADO;1.259,76;2024-03-08;app
57650;326.312.517-68;Pago;1.826,76;2025-12-23;app
62081;83793631591;CANCELADO;2.941,10;27/05/2025;site
50222;82879146550;PAGO;2.832,80;30/05/2026;site
63506;570.433.154-84;pago;2210.31;2024-04-15;App 
64458;209.520.046-23;canc;1662.20;14/10/2025;app
63169;724.200.929-45;pago;258,60;05/06/2024;site
62558;06338785022;enviado;1.517,63;2024-05-25;App 
69653;92618914112;PENDENTE;702,67;27/08/2024;SITE
66544;45952827616;cancelado;165,16;13/04/2026;site
64068;62644886902;cancelado;2.005,01;01/12/2024;app
69783;662.062.724-27;pendente;1.593,12;2025-04-29;marketplace
65692;48998358760;Pago;3070.70;08/06/2026;site
60430;203.186.767-96;pendente;910,96;2024-09-13;app
62974;33775312897;PENDENTE;3226.11;2024-04-05;app
55323;67761952426;cancelado;1.638,45;2024-10-13;App 
69835;17589283959;enviado;1.292,64;15/12/2025;App 
58593;59471455375;cancelado;1.597,85;2024-04-15;app
62302;53538115770;pendente;1.933,59;2025-12-07;site
68911;677.711.090-98;PAGO;191,90;2025-01-08;site
55158;926.405.327-15;pg;784,77;09/03/2026;SITE
64445;629.440.949-71;CANCELADO;847.04;06/02/2026;App 
63257;175.626.996-31;ENVIADO;2.504,25;19/08/2024;app
65728;32445768853;pg;2101.90;12/10/2025;App 
69349;270.493.964-00;enviado;851.94;2024-03-27;App 
51809;73753474762;pago;1.573,23;2025-01-22;App 
67370;561.194.361-62;ENVIADO;1261.80;2024-04-22;marketplace
51195;25634216087;CANCELADO;2359.84;02/04/2025;site
62146;787.586.474-74;PENDENTE;1274.66;14/04/2024;SITE
63996;736.907.894-94;PENDENTE;2.998,17;2024-04-27;app
52810;24829813288;PAGO;3172.01;28/01/2026;App 
68725;62026883785;PENDENTE;2.153,80;2024-09-07;app
68304;83681254133;PENDENTE;2641.61;17/09/2024;app
66655;15057644912;pendente;3.263,98;22/04/2026;site
65095;57076509466;CANCELADO;3.001,90;09/02/2024;marketplace
55316;110.447.614-23;pendente;3.219,88;2026-04-21;App 
52781;295.912.573-84;enviado;354.32;2026-03-13;app
53566;68443806826;ENVIADO;1865.64;2024-02-28;marketplace
55086;225.591.946-00;pendente;524,98;2026-03-07;App 
64848;965.645.539-86;pendente;817,93;10/04/2026;marketplace
64127;370.947.262-87;pg;250,60;2024-09-16;app
65389;64771837570;cancelado;2.618,42;2026-04-28;site
61307;85433665852;enviado;2.003,88;2024-06-06;App 
53657;73403627543;Pago;1.996,23;2024-12-01;App 
51614;313.561.170-15;pendente;1296.50;2024-08-10;SITE
65530;65266426756;PENDENTE;2.359,47;11/10/2025;site
52908;95376882403;PAGO;2.378,54;03/05/2024;app
55208;86515312148;PAGO;1.096,32;2026-02-18;App 
65098;77366098531;pago ;3.315,19;13/05/2024;site
58704;12099286809;PAGO;2.755,20;21/05/2024;site
55089;476.889.386-43;pendente;2300.01;2025-04-13;SITE
54358;42687741817;PENDENTE;2.157,52;11/07/2025;site
52950;15778711204;pg;57,62;22/01/2024;App 
63026;295.218.667-72;pago ;2.662,49;10/08/2025;site
54349;89003010200;enviado;2.411,36;2025-06-08;site
68798;05289416820;PENDENTE;3.086,14;2024-06-19;SITE
69578;00149961111;PENDENTE;2.439,01;2025-03-02;marketplace
67544;080.606.050-62;PAGO;896.05;2025-10-17;App 
64402;84716906167;Pago;2545.57;2024-06-26;marketplace
52140;90041524233;ENVIADO;1.604,34;2024-04-20;app
60571;016.608.801-30;pago ;1413.93;2025-10-29;SITE
68174;214.895.134-34;pg;2.950,52;2025-06-09;app
60999;10629419345;pago ;496.79;22/06/2025;SITE
53650;259.799.903-30;PENDENTE;1.781,94;2026-01-10;App 
65031;34753178420;pago ;1539.58;04/10/2025;marketplace
69687;642.927.782-80;pago ;234.01;11/02/2026;site
60265;710.564.006-50;pendente;2399.89;2025-08-01;App 
52129;863.070.781-03;pg;2619.52;02/08/2024;marketplace
65413;63997546827;pago ;2053.94;25/07/2025;App 
67349;336.270.653-36;PENDENTE;3179.51;2025-10-13;marketplace
60760;41633565840;pendente;817,36;2024-03-06;app
59194;231.078.577-69;PENDENTE;65.01;2024-06-04;site
57177;128.685.787-21;PENDENTE;1.397,38;2025-06-12;marketplace
54516;197.111.708-09;cancelado;2304.54;04/09/2024;SITE
53915;91141600994;canc;1.399,23;10/02/2025;site
63747;29611713932;canc;1.394,19;18/08/2025;App 
54155;008.860.084-09;cancelado;1.151,80;22/06/2024;app
51564;07708395411;ENVIADO;3068.13;2024-02-11;SITE
